"ESTABLISHMENT NAME","ESTABLISHMENT ADDRESS","INSPECTION DATE","DEMERITS","LINK"
"WESTIN LA CANTERA RESORT, THE","16641 LA CANTERA PY San Antonio, TX 782560","11/21/12","9","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=147467&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"POPEYES","2225 MILITARY DR SW San Antonio, TX 782240","11/23/12","13","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=121622&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"GIFTS & THINGS BY ANNIE #","1419 COMMERCIAL AV San Antonio, TX 782211033","11/25/12","7","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=121637&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TREJO PRODUCE","1419 COMMERCIAL AV San Antonio, TX 782211033","11/25/12","24","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=121638&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"ALONDRA DE JALISCO","505 S FM 1604 E Bexar County, TX 78264","11/26/12","14","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360532&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BELIEVERS UNITED CHRISTIAN MIN","1409 COMMERCE ST E San Antonio, TX 782023321","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=105147&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BILL MILLER BBQ #42","1303 VANCE JACKSON San Antonio, TX 782132220","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=261906&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BRIO TUSCAN GRILLE","15900 LA CANTERA PY San Antonio, TX 782560","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=147472&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BUFFALO WILD WINGS GRILL & BAR #","5860 DE ZAVALA RD San Antonio, TX 782490","11/26/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=147471&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CALIFORNIA PIZZA KITCHEN #","11745 IH 10 W 750SAN ANTONIO, TX 78230","11/26/12","11","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360568&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CHARLIES FOOD MART","2417 CASTROVILLE RD San Antonio, TX 782373334","11/26/12","13","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=189100&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CHINA HARBOR III RESTAURANT","191 MILITARY DR SW San Antonio, TX 782140","11/26/12","14","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=121640&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"COAHUILA RESTUARANT","503 MITCHELL ST W San Antonio, TX 782043909","11/26/12","8","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360536&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CORNERSTONE CHURCH OFFICE BUILDING","18410 SONTERRA PLACE San Antonio, TX 782580","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=92965&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"DOLLAR GENERAL #7510 #","9664 MARBACH RD San Antonio, TX 782450","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360582&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"DONUT PALACE","1583 THOUSAND OAKS San Antonio, TX 782322300","11/26/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360534&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"DORIE MILLER ELEMENTARY","207 LINCOLNSHIRE San Antonio, TX 782203114","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=119727&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"E-Z MART #597 #","12025 W FM 1604 S Bexar County, TX 780029999","11/26/12","10","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360569&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"EL MOLCAJETE DE ORO","7222 NEW LAREDO HWY San Antonio, TX 782113651","11/26/12","22","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360545&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"EMMY'S MEXICAN RESTAURANT","6938 MILITARY DR W San Antonio, TX 782273620","11/26/12","37","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360531&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"ESTELA'S CAFE #","114 FREDSBG RD San Antonio, TX 782010","11/26/12","19","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360559&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"FAIR OAKS VENTURES INC","25291 IH 10 W Bexar County, TX 780060","11/26/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=147470&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"FAMILY DOLLAR STORE #6190 #","9881 CULEBRA RD San Antonio, TX 782500","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=260917&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"FIREHOUSE SUBS","5887 BABCOCK RD San Antonio, TX 782402180","11/26/12","24","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360539&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"FISH AND GRILL SEAFOOD HOUSE","12030 BANDERA RD San Antonio, TX 780230","11/26/12","6","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=260920&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"FLORES C-STORE","8107 FLORES ST S San Antonio, TX 782213019","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360576&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"FRIO CITY BAR","2039 FRIO CITY RD San Antonio, TX 782261513","11/26/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360573&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"GENGHIS GRILL","11745 IH 10 W 750SAN ANTONIO, TX 78230","11/26/12","11","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360579&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"GOLDEN ESTATE REHABILITATION CENTER","130 SPENCER LN San Antonio, TX 782012109","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=261907&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"GOOD TIME CHARLIES","2922 BROADWAY San Antonio, TX 782150","11/26/12","10","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360562&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"HACIENDA REAL","8736 OLD PEARSALL Bexar County, TX 782520","11/26/12","17","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360548&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"HIGHLANDS HIGH SCHOOL","3118 ELGIN AV San Antonio, TX 782105536","11/26/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=119730&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"HYATT REGENCY SAN ANTONIO","123 LOSOYA San Antonio, TX 782052678","11/26/12","11","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360525&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"JIMMY JOHN'S GOURMET SANDWICHES","7313 SAN PEDRO AV San Antonio, TX 782166225","11/26/12","6","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=285453&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"KEY WEST COVE","602 LOOP 410 NW San Antonio, TX 782160","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=285454&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"LA FRONTERA","727 OLD HWY 90 W SAN ANTONIO, TX 78237","11/26/12","7","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360549&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"LA QUINTA INN & SUITES","25042 IH 10 W SAN ANTONIO, TX 78257","11/26/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=147469&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"LA TIENDA","627 CUPPLES RD San Antonio, TX 782374329","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360580&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"LAS PALAPAS - EVERS","5403 LOOP 410 NW San Antonio, TX 782295553","11/26/12","10","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=301466&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"LIFECARE HOSPITALS OF SAN ANTONIO","8902 FLOYD CURL DR San Antonio, TX 782400","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360522&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"LITTLE CAESARS PIZZA #2","2802 THOUSAND OAKS San Antonio, TX 782324108","11/26/12","9","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360556&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"MAINSTAY SUITES","6900 IH 35 N San Antonio, TX 782180","11/26/12","9","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=105150&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"MARIOTT COURTYARD WESTOVER HLS","11605 STATE HWY 151 San Antonio, TX 782510","11/26/12","6","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=260919&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"MCDONALDS","7663 GUILBEAU RD San Antonio, TX 782540","11/26/12","7","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=301468&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"MCDONALDS #","11700 BLANCO RD San Antonio, TX 782162404","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360509&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"MERIDIAN CARE MONTE VISTA","616 RUSSELL PL W SAN ANTONIO, TX 78212","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360533&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"PALENQUE GRILL","389 N FM 1604 W San Antonio, TX 782580","11/26/12","7","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=92967&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"PANADERIA LAS DELICIAS DE JALISCO","3122 WEST AV San Antonio, TX 782134534","11/26/12","8","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=261908&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"Poblanos Mexican Restaurant","8742 WURZBACH RD San Antonio, TX 782291159","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360521&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SA CATERING COMPANY","3600 WISEMAN BV San Antonio, TX 782510","11/26/12","9","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=260918&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SCHEH CENTER","906 MARCH AV San Antonio, TX 782142910","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=119726&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SELRICO SERVICES","613 MISSION RD San Antonio, TX 782103837","11/26/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360543&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SHENANIGANS CLUB","4032 VANCE JACKSON San Antonio, TX 782132923","11/26/12","9","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=261911&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SINGHS FOOD MART","4926 COMMERCE ST W San Antonio, TX 782371509","11/26/12","6","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=189099&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SONIC RESTAURANTS OF SAN ANTONIO #2973","2314 THOUSAND OAKS San Antonio, TX 782323205","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360546&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"ST MARK'S CATHOLIC CHURCH","1602 THOUSAND OAKS San Antonio, TX 782322338","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360541&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SUBWAY # 45620","7110 FM 78 Bexar County, TX 782440","11/26/12","8","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360554&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SWEET CECE'S FROZEN YOGURT & TREATS","1150 N FM 1604 W San Antonio, TX 782480","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=92968&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"SWEET YAMS","218 CHERRY ST N San Antonio, TX 782022714","11/26/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=105148&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TAQUERIA JALISCIENSE","1604 PLEASANTON RD San Antonio, TX 782141149","11/26/12","27","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=121642&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TC'S SPORTS BAR","3503 COMMERCIAL AV San Antonio, TX 782212662","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360563&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"THE EARL OF SANDWICH","1160 N FM 1604 W San Antonio, TX 782480","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=92966&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"THE GAP #665","15900 LA CANTERA PY San Antonio, TX 782560","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=147474&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"THE STEER #","735 MILITARY DR SE San Antonio, TX 782142840","11/26/12","6","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=121641&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"THOUSAND OAKS FLORIST","1583 THOUSAND OAKS San Antonio, TX 782322300","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360537&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"TWANG","6255 WT MONTGOMERY Bexar County, TX 782529999","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360538&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"VALERO CORNER STORE #2119","2400 THOUSAND OAKS San Antonio, TX 782323207","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360547&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"VALERO FOOD MART #2","4030 MEDICAL DR San Antonio, TX 782290","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360577&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"VIDA MIA","19141 STONE OAK PY San Antonio, TX 782580","11/26/12","17","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=92970&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"VITAMIN WORLD INC #","6301 LOOP 410 NW San Antonio, TX 782383801","11/26/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360570&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"YARD HOUSE RESTAURANT","15900 LA CANTERA PY San Antonio, TX 782560","11/26/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=147473&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"7-ELEVEN","8313 CULEBRA RD San Antonio, TX 782511682","11/27/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360612&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"A & M IMPORTS","519 HOUSTON ST E San Antonio, TX 782051919","11/27/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360613&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"ALPHA HOME","300 MULBERRY AV E San Antonio, TX 782123023","11/27/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360639&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BABE'S OLD FASHIONED FOOD","9207 HUEBNER RD San Antonio, TX 782401504","11/27/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360637&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BAPTIST HEALTH SYSTEM/COMMON GROUNDS CAFE","7930 FLOYD CURL DR San Antonio, TX 782293903","11/27/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=319825&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BASKIN ROBBINS CPI","10003 NW MILITARY HY San Antonio, TX 782300","11/27/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360632&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BEST WESTERN - SUNSET STATION","1103 COMMERCE ST E San Antonio, TX 782020","11/27/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=105154&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BIG MO FRESNO BAR","1224 FRESNO ST San Antonio, TX 782014228","11/27/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=285462&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BILL MILLER BBQ #52","10723 HUEBNER RD San Antonio, TX 782400","11/27/12","16","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360596&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BILL MILLER BBQ #53","910 PROBANDT ST San Antonio, TX 782042316","11/27/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360587&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"BOERNE STAGE BAKERY","24200 IH 10 W San Antonio, TX 782570","11/27/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=147475&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"C'EST LA VIE BAKING COMPANY","17907 IH 10 W San Antonio, TX 782570","11/27/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=147476&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CARL WANKE ELEMENTARY","10419 OLD PRUE RD San Antonio, TX 782400","11/27/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=301469&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CENTRO DE SALUD Y BIENESTAR","5260 BLANCO RD San Antonio, TX 782160","11/27/12","3","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=285457&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CHAOS ORIENTAL GIFTS","519 HOUSTON ST E San Antonio, TX 782051919","11/27/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360614&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"CHARLES GRAEBNER ELEMENTARY","530 HOOVER AV San Antonio, TX 782252229","11/27/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=215353&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"DELICIOUS TAMALES #1","2114 CASTROVILLE RD San Antonio, TX 782373516","11/27/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360636&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"DOLLAR TREE #1555","2848 THOUSAND OAKS San Antonio, TX 782324193","11/27/12","0","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=360592&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
"DOLLAR TREE #2540 #","2313 MILITARY DR SW San Antonio, TX 782241406","11/27/12","4","http://samhd.tx.gegov.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=121646&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134"
